content,label
aqeel ahmad sir go to google search for the ranks of judiciary|by the way all know about kasab case and kulbhushan case|pakistan in an hidden court|in silence|in few time given death penalty to him but we had taken many years|that too|in open and also we had given pakistani media to cover it that ' s a different thing that your government rejected to admit him as pakistani|that ' s the difference between our judiciary|pakistan also did not given consular access to us|you know consular access is the basic part to international judiciary|now say which country has better judiciary|only one country believed in pakistani judiciary and that is pakistan itself|your own pm was not happy with the decision of your army court|your one minister admitted that there are not enough evidence against kulbhushan jadhav|despite of that you gave him death penalty|hahaha  :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: little kids|nagging everywhere and always|grow and have some knowledge about world politics,OAG
she will elephants to all|idols,CAG
dipti sharma indian express compliments to your article|neither karan nor kangana add to my life|but an article laying it out well is appreciated,NAG
http :// indianexpress|com / article / india / fatwa - issued - against - reality - singing - star - nahid - afrin - by -  - clerics -  / dear indian express|i feel sorry to write that your journalists are out there to misinterpret events and present them in a distorted manner just to make some sensational headlines|the news about upcoming singer nahid afreen has been prepared without proper research and investigation|it was very sad to see that your journalists do not even know the difference between fatwa and appeal|a fatwa is a non - binding legal opinion issued only by a qualified jurist ( mufti ) on a request by someone who is unable to understand religious guidelines whereas the leaflet that is being circulated and presented as fatwa is just a hard copy of an appeal signed by  men who believe in religious practices|the merit of appeal can be discussed on many grounds and in many dimensions but first and foremost|an appeal can not be called a legal opinion ( fatwa )|we expect apology from your side for such a mistake,CAG
i am awesome,NAG
sir|great step|very bold step|it is definitely good for country|but planning lapses are there|by this time|liquidity should be there in market,CAG
a jihadi can never be human being|he is a cruel animals having  legs,OAG
shift this quote to the national museum - new delhi|we are living never accepts dead quote,NAG
it takes guts to tell the truth in current situation|you are gutsy latha|keep doing good work|kudos,NAG
 kumar | how dare you to comnent about kujili | kujili is the direct son of god and lok rakshk | but not hindus muslims for his vote bank ,CAG
the solutions kids suggest : let us kill them and then make them love the country|claps ,CAG
look how the pimp of  rss  is speaks,OAG
sonia mam plz tell abt sintex|can it touch |thanks,NAG
anyone who criticises others should tell the solution which feel is best to resolve the problems,CAG
she is lucky that she got married to shahid kapoor|she got married just after completing her graduation and now she is talking about feminism,CAG
this practice is going on for decades|if not centuries|it is high time that such prayers from mosque or temples are all allowed only in generally accepted waking hours - not when majority are sleeping,OAG
daanish ali sayed some nonsense you keep saying :face_without_mouth:,CAG
this is ridiculous,OAG
that is why you are enamoured with donkeys|like you donkeys cannot think for themselves|but can only follow blindly,CAG
how idiotic nd foolish this man is|he is surrounded by music songs nd every noisy things from his childhood now he is lecturing abt noise,OAG
prithvi setty of |lathi charge is the democracy you are talking about|and you should be from ad4000|right,CAG
bro :boy: we coined a term  press tit utes ,CAG
yea coz  bjp  govt wants to protect cows instead of humans,CAG
only those who support terrorits|dont mix up,NAG
azam khan wants to search his brother inlaw because he wants to marry his sister after tritalak but here we get another situation his sister has left her husband and like new who punish modi,CAG
india will react by not playing cricket with pakistan or they ll make a bollywood movie against pakistan in which they will show their army doing surgical strike|lol,CAG
on what grounds would the  rbi  circulate rs5000 and  notes|what ' s the math behind the multiplier effect|sounds very vague when you say that,NAG
he is right|why do muslims want to encroach my fundamental rights,CAG
any amount of colouring|the lotus will remain colorless,CAG
" brother | in a democratic system | citizens choose the govt || govt | will take appropriate action in right time | if govt | will not give befitting reply to the enemies | the people of india will change the govt | in the next election | this is the  ""  people  '  s power  ""  in a democratic system | and | you will see the result or change in near future ",NAG
are you living in india to know the problems|there is absolutely no problem from day  here in udupi which is a small town|by the way common man does not spend rs24000 / a week unlike rich  nri  like you when you are on vacation,CAG
yes,NAG
if modiji not get support from us then will be back to congress era|this is very crucial period of india,CAG
yes,OAG
pakistan is keep continuing to expose randion ugly face of terrorism by catching one another on one another terrorist who are admiting all the facts that randion raw is involved in all the terrorism is happening in pakistan|so now pakistan would live  to play its card as well to show what pak is capable of|like soviet union pakistan had broken in the history than who is ranida i mean|just disgusting country who is not even a enemy with dignity|pak would crush its show off power in the region,OAG
who is the host|she just says something which is cluttered all over and does not make sense,NAG
dnt understand what mr pm speaking so i am logging out,CAG
can u plz suggest for andhra bank and mahindra life space developers|i can hold long,NAG
indian express who u r to decide this|this is not your work,CAG
pm sahab clearly said they cant bring lokpal bill|but can bring all anti people finance bill lots of tax and zero transparentcy on political fund,CAG
 banknifty tomorrow once break    then it will be in sell there and more on higher side near    stoploss will be    and target will be   -  and more,NAG
only economic progress without security can be dangerous|you can threaten us for that good economy|we can develop attachments and kneel down|security is important|without that you will not let us stay cool,NAG
